year,lat,long,name,energy
1,-16,4,water,65.0
1,0,18,water,112.0
1,9,14,water,86.0
1,-4,16,water,98.0
1,5,18,water,71.0
1,0,20,water,79.0
1,16,-12,water,58.0
1,11,-14,water,88.0
1,1,20,water,91.0
1,-7,16,water,77.0
1,-18,1,water,96.0
1,-10,14,water,103.0
1,12,11,water,80.0
1,0,-20,water,64.0
1,-15,-13,water,111.0
1,14,11,water,133.0
1,-4,-16,water,91.0
1,15,10,water,70.0
1,-7,-18,water,69.0
1,-8,-16,water,109.0
1,-14,9,water,88.0
1,9,15,water,78.0
1,-20,3,water,92.0
1,-12,-13,water,79.0
1,-1,-17,water,93.0
1,-13,12,water,92.0
1,-9,-14,water,48.0
1,19,2,water,105.0
1,10,-14,water,133.0
1,17,-3,water,95.0
1,15,8,water,133.0
1,-16,-8,water,91.0
1,17,-5,water,79.0
1,-17,-3,water,97.0
1,-18,-5,water,86.0
1,-9,15,water,104.0
1,-3,-21,water,116.0
1,-18,-2,water,60.5
1,-11,14,water,80.0
1,-1,-16,water,49.0
1,-19,-3,water,84.0
1,16,-1,water,106.0
1,18,-4,water,71.0
1,-9,-15,water,61.0
1,-12,-12,water,62.0
1,15,-11,water,94.0
1,14,-15,water,130.0
1,15,-7,water,94.0
1,-13,13,water,100.0
1,17,4,water,104.0
1,13,13,water,88.0
1,-11,-13,water,50.0
1,-21,2,water,81.0
1,-18,-4,water,102.0
1,-4,20,water,99.0
1,14,-11,water,64.0
1,9,18,water,104.0
1,-16,-6,water,96.0
1,-7,-13,water,96.0
1,17,-2,water,98.0
1,-16,8,water,101.0
1,14,-6,water,110.0
1,-13,-15,water,88.0
1,4,18,water,81.0
1,19,13,water,95.0
1,0,-21,water,114.0
1,-18,-1,water,114.0
1,14,-10,water,74.0
1,-13,-9,water,92.0
1,-12,12,water,100.0
1,11,14,water,110.0
1,-23,-3,water,85.0
1,-17,3,water,62.0
1,-15,-4,water,117.0
1,1,-19,water,66.0
1,17,8,water,66.0
1,-23,6,water,92.0
1,18,2,water,72.0
1,-5,19,water,124.0
1,-19,3,water,102.0
1,18,0,water,107.0
1,-13,11,water,105.0
1,1,17,water,39.0
1,-7,-17,water,87.0
1,3,-17,water,97.0
1,10,-12,water,99.0
1,9,-14,water,113.0
1,-6,18,water,57.0
1,-17,8,water,90.0
1,3,-18,water,86.0
1,2,-16,water,98.0
1,18,5,water,103.0
1,-8,16,water,82.0
1,-5,-18,water,83.0
1,-15,9,water,79.0
1,18,-6,water,69.0
1,16,5,water,64.0
1,11,12,water,115.0
1,17,1,water,110.0
1,8,-18,water,63.5
1,-14,-7,water,49.0
1,5,-18,water,82.0
1,12,-16,water,89.0
1,-8,15,water,86.0
1,-1,18,water,49.0
1,12,-13,water,73.0
1,-14,14,water,81.0
1,-9,21,water,73.0
1,18,-5,water,75.0
1,-2,-19,water,117.0
1,-19,11,water,115.0
1,19,-4,water,74.0
1,17,10,water,88.0
1,15,11,water,112.0
1,-1,-19,water,59.0
1,-21,-2,water,96.0
1,7,17,water,124.0
1,-9,17,water,59.0
1,-15,-12,water,66.0
1,-20,0,water,96.0
1,19,0,water,66.0
1,-1,19,water,93.0
1,-14,13,water,85.0
1,-12,11,water,87.0
1,11,16,water,59.0
1,-17,-5,water,66.0
1,-17,4,water,66.0
1,-19,1,water,72.0
1,-8,-15,water,49.0
1,18,8,water,97.0
1,-16,-1,water,124.0
1,-14,10,water,86.0
1,-15,-5,water,95.0
1,-3,19,water,77.0
1,8,-15,water,115.0
1,9,-17,water,111.0
1,-3,-17,water,94.0
1,10,-13,water,94.0
1,-1,17,water,98.0
1,8,18,water,89.0
1,-16,5,water,98.0
